transaction_date,card,merchant,amount_cad
2025-03-25,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-500.00
2025-03-25,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",19.71
2025-03-26,cibc-2451,"AMAZON.COM * BQ85E4XQ3 VANCOUVER, BC",45.85
2025-03-26,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-829.48
2025-03-26,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",9.15
2025-03-26,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",11.29
2025-03-26,cibc-8359,PAYMENT THANK YOU/PAIEMEN T MERCI,-245.48
2025-03-27,amex-1001,GERMAN DONER KEBAB GERM TORONTO,22.02
2025-03-27,amex-1001,TIM HORTONS #3143       TORONTO,7.90
2025-03-27,cibc-2451,"AMAZON.COM * O09DJ2EC3 VANCOUVER, BC",127.66
2025-03-27,cibc-2451,CASH INTEREST,2.14
2025-03-27,cibc-2451,CREDIT ADJUSTMENT,-2.32
2025-03-27,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",19.56
2025-03-28,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-03-28,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",17.88
2025-03-28,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",11.78
2025-03-28,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",1.58
2025-03-28,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",65.95
2025-03-29,amex-1001,ROGERS ******0136       888-764-3771,11.30
2025-03-30,amex-1001,ACE SCHEME BOARD GAMES  MARKHAM,62.15
2025-03-30,amex-1001,DOORDASHPIZZAHUT        DOWNTOWN TORONT,37.70
2025-03-31,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,22.08
2025-03-31,amex-1001,PAYMENT RECEIVED - THANK YOU,-216.75
2025-03-31,amex-1001,PAYPAL *URBANCAPERS     4168952378,322.05
2025-03-31,amex-1001,PETRO-CANADA 00823      TORONTO,73.60
2025-03-31,cibc-2451,"LITSEA CUISINE NORTH YORK, ON",149.60
2025-03-31,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",10.55
2025-03-31,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",37.25
2025-03-31,cibc-2451,"THE INFORMATION THEINFORMATIO, CA 44.99 USD @ 1.469437",66.11
2025-03-31,cibc-8359,"IMPARK00090433A TORONTO, ON",12.00
2025-04-01,amex-1001,2403384 ONTARIO LIMITED CALEDON,16.04
2025-04-01,amex-1001,AMZN MKTP CA*249X265Y3  WWW.AMAZON.CA,37.28
2025-04-01,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",15.76
2025-04-02,amex-1001,CAMBRIDGE GROUP OF CL   416-363-9454,264.40
2025-04-02,amex-1001,H&R BLOCK #54215 TORONT TORONTO,363.84
2025-04-02,amex-1001,INTUIT *TURBOTAX        800-446-8848,23.73
2025-04-02,amex-1001,INTUIT *TURBOTAX        800-446-8848,29.38
2025-04-02,amex-1001,STARBUCKS COFFEE #805   TORONTO,3.83
2025-04-02,amex-1001,SZECHUAN EXPRESS 209157 TORONTO,16.89
2025-04-02,cibc-2451,"YOU DON YA TORONTO, ON",23.39
2025-04-03,amex-1001,BELL CANADA (OB)        MONTREAL,176.22
2025-04-03,amex-1001,PAYPAL *URBANCAPERS     4168952378,161.03
2025-04-03,amex-1001,STEP UP ADELAIDE CORPOR TORONTO,22.25
2025-04-03,cibc-2451,"Amazon.ca Prime Member amazon.ca/pri, BC",11.29
2025-04-03,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",16.75
2025-04-03,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",30.77
2025-04-04,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-04-04,amex-1001,PAYPAL *URBANCAPERS     4168952378,-322.05
2025-04-04,amex-1001,SEASON SIX 001          TORONTO,58.67
2025-04-04,amex-1001,TIFF - VARDA            TORONTO,19.49
2025-04-04,cibc-2451,"LEE CHEN ASIAN BISTRO TORONTO, ON",23.99
2025-04-05,amex-1001,TIM HORTONS #3942       TORONTO,2.72
2025-04-06,amex-1001,CHAHALO DT 001          TORONTO,6.20
2025-04-06,amex-1001,MACS CONVENIENCE STORE  TORONTO,3.15
2025-04-06,amex-1001,ROYAL ONTARIO MUSEUM    TORONTO,3.00
2025-04-06,amex-1001,TIM HORTONS #3143       TORONTO,8.90
2025-04-07,amex-1001,DOORDASHYOUDONYA        DOWNTOWN TORONT,30.35
2025-04-07,amex-1001,MEMBERSHIP FEE INSTALLMENT,12.99
2025-04-07,amex-1001,SZECHUAN EXPRESS 209157 TORONTO,16.89
2025-04-07,cibc-2451,"OMVENTURE MARKHAM MARKHAM, ON",72.30
2025-04-07,cibc-2451,TAOBAO London,116.39
2025-04-07,cibc-2451,"THE NEW YORK TIMES 180-06984637, NY",22.60
2025-04-07,cibc-2451,"TORPRKAUT TORONTO, ON",10.00
2025-04-07,cibc-2451,"YOU DON YA TORONTO, ON",34.44
2025-04-08,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,27.28
2025-04-08,amex-1001,RABBA FINE FOODS #171   TORONTO,2.99
2025-04-08,amex-1001,REXALL PHARMACY #8141 T TORONTO,71.14
2025-04-09,amex-1001,2403384 ONTARIO LIMITED CALEDON,16.04
2025-04-09,amex-1001,BUSINESS INSIDER        NEW YORK,16.89
2025-04-09,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",11.96
2025-04-09,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",17.28
2025-04-10,amex-1001,PIG OUT BBQ 213069331   TORONTO,31.01
2025-04-10,cibc-2451,Onlyfans.Com London 19.21 USD @ 1.463300,28.11
2025-04-10,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",23.50
2025-04-11,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-04-11,amex-1001,SOBEYS #649 WATERLOO    WATERLOO,85.70
2025-04-11,amex-1001,TIM HORTONS #3143       TORONTO,2.40
2025-04-11,cibc-2451,"SQUARE ONE INSURANCE SERV VANCOUVER, BC",16.34
2025-04-11,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",14.11
2025-04-11,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",18.16
2025-04-12,amex-1001,CITY OF TORONTO COURT S TORONTO,172.50
2025-04-12,amex-1001,GOOGLE *DOW JONES       G.CO/HELPPAY#,48.50
2025-04-12,amex-1001,HENRY'S                 TORONTO,25.98
2025-04-12,amex-1001,IMMIGRATION CANADA      OTTAWA,649.75
2025-04-12,amex-1001,KIESWETTER MAZDA SALES  KITCHENER,152.54
2025-04-12,amex-1001,LCBO/RAO #0115 WATERLOO WATERLOO,90.30
2025-04-12,amex-1001,PARKING INVOICE         NORTH YORK,353.00
2025-04-12,amex-1001,SOBEYS #878 WATERLOO    WATERLOO,33.84
2025-04-12,amex-1001,TORONTO RSD - PARKING T TORONTO,95.88
2025-04-13,amex-1001,JERSEYVILLE ESSO 0319   JERSEYVILLE,4.51
2025-04-13,amex-1001,JERSEYVILLE ESSO 0319   JERSEYVILLE,62.48
2025-04-14,amex-1001,2403384 ONTARIO LIMITED CALEDON,16.04
2025-04-14,amex-1001,ADAFRUIT ELECTRONICS    BROOKLYN,109.73
2025-04-14,amex-1001,AMZN MKTP CA*115P23L13  WWW.AMAZON.CA,47.72
2025-04-14,amex-1001,AMZN MKTP CA*UP16E2I83  WWW.AMAZON.CA,23.73
2025-04-14,amex-1001,REXALL PHARMACY #8141 T TORONTO,94.89
2025-04-14,amex-1001,TIM HORTONS #3143       TORONTO,7.90
2025-04-14,cibc-2451,"AMAZON.COM * EG5WM2E43 VANCOUVER, BC",4.99
2025-04-14,cibc-2451,"AMAZON.COM * VA3P55C53 VANCOUVER, BC",90.93
2025-04-14,cibc-2451,TAOBAO.COM 125 LONDON WA,11.19
2025-04-14,cibc-2451,"YUMMY CHONGQING WATERLOO, ON",85.71
2025-04-15,amex-1001,NEW WOK NEW WOK         TORONTO,14.13
2025-04-15,amex-1001,TIM HORTONS #3143       TORONTO,2.40
2025-04-15,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",20.05
2025-04-15,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",19.99
2025-04-16,amex-1001,FELIX HEALTH INC.       TORONTO,315.00
2025-04-16,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-04-16,amex-1001,PAYMENT RECEIVED - THANK YOU,-3480.91
2025-04-16,amex-1001,RABBA FINE FOODS #171   TORONTO,5.36
2025-04-16,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",11.29
2025-04-17,amex-1001,NETFLIX.COM             866-716-0414,9.03
2025-04-17,amex-1001,TIM HORTONS #3143       TORONTO,11.38
2025-04-17,cibc-2451,"AMAZON.COM * VF47E53S3 VANCOUVER, BC",8.58
2025-04-17,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-749.98
2025-04-17,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",5.94
2025-04-17,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",16.72
2025-04-17,cibc-2451,TAOBAO London,9.74
2025-04-17,cibc-2451,TAOBAO London,12.70
2025-04-17,cibc-8359,PAYMENT THANK YOU/PAIEMEN T MERCI,-110.30
2025-04-18,amex-1001,AMZN MKTP CA*5G9SI5433  WWW.AMAZON.CA,40.66
2025-04-19,amex-1001,APPLE.COM/BILL          TORONTO,4.51
2025-04-19,amex-1001,CANADA WIDE PARKING     TORONTO,16.00
2025-04-19,amex-1001,EATALY TORONTO EATALY T TORONTO,34.67
2025-04-20,amex-1001,AMAZON.CA PRIME MEMBER  AMAZON.CA/PRI,111.87
2025-04-20,amex-1001,PAYMENT RECEIVED - THANK YOU,-500.00
2025-04-21,amex-1001,2403384 ONTARIO LIMITED CALEDON,16.04
2025-04-21,amex-1001,TIM HORTONS #3143       TORONTO,7.90
2025-04-21,cibc-2451,"AMZN Mktp CA*5S96M80W3 WWW.AMAZON.CA, ON",46.13
2025-04-21,cibc-2451,"GRANDMA KITCHEN TORONTO, ON",49.25
2025-04-21,cibc-2451,"METERGY/EZ-PAY 866-449-4423, ON",123.43
2025-04-21,cibc-2451,"METERGY/EZ-PAY FEE 800-766-6616, ON",2.16
2025-04-21,cibc-2451,"MTO TSD SO DAVENPORT TORONTO, ON",1178.94
2025-04-21,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",10.16
2025-04-21,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",45.81
2025-04-21,cibc-2451,"YOU DON YA TORONTO, ON",23.39
2025-04-22,amex-1001,1POINT3ACRES.COM        LAS VEGAS,503.03
2025-04-22,amex-1001,2403384 ONTARIO LIMITED CALEDON,13.10
2025-04-22,amex-1001,APROPOS F61             MISSISSAUGA,30.71
2025-04-22,amex-1001,CIBO EXPRESS F61        MISSISSAUGA,10.15
2025-04-22,amex-1001,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,14.68
2025-04-22,amex-1001,PARK FOR U              ETOBICOKE,97.13
2025-04-22,amex-1001,UNITED AIRLINES         HOUSTON,11.36
2025-04-22,amex-1001,UNITED AIRLINES         TORONTO,39.55
2025-04-22,cibc-2451,"LEE CHEN ASIAN BISTRO TORONTO, ON",41.56
2025-04-22,cibc-2451,TAOBAO.COM 125 LONDON WA,13.63
2025-04-23,amex-1001,THE BIKE CONNECTION - P PALO ALTO,186.22
2025-04-23,amex-1001,TRADER JOE S #069 00000 MENLO PARK,15.26
2025-04-23,cibc-2451,"DOORDASHDASHPASS DOWNTOWN TORO, ON",11.29
2025-04-23,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-500.00
2025-04-24,amex-1001,PAR*MARUGAME UDON - PAL PALO ALTO,38.82
2025-04-24,amex-1001,SAN AGUS COCINA URBANA  Palo Alto,69.78
2025-04-25,amex-1001,AUDIBLE CA*109YN8K23    AMZN.COM/BILL,10.49
2025-04-25,amex-1001,CELIA'S RESTAURANT#14 5 MENLO PARK,66.48
2025-04-25,amex-1001,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68
2025-04-25,amex-1001,MENLO MASSAGE THERAPY   Atherton,142.37
2025-04-25,cibc-2451,PAYMENT PROTECTOR PREMIUM 833-666-4295,11.39
2025-04-25,cibc-2451,PAYMENT PROTECTOR PREMIUM TAX,0.91
2025-04-26,amex-1001,AIRCANADA               WINNIPEG,37.68
2025-04-26,amex-1001,BINGZ CRISPY BURGER 001 MARKHAM,23.70
2025-04-26,amex-1001,MENLO MASSAGE THERAPY   Atherton,24.21
2025-04-26,amex-1001,SUNSETNEWSST2620 2620   SAN FRANCISCO,21.40
2025-04-27,amex-1001,AMZN MKTP CA*ZE0RX0QP3  WWW.AMAZON.CA,33.88
2025-04-27,amex-1001,Residence Inn By Marrio Menlo Park,291.41
2025-04-27,amex-1001,TST* LARK CREEK GRILL 3 SAN FRANCISCO,41.53
2025-04-27,amex-1001,UNCLE TETSU CANADA 2080 TORONTO,3.33
2025-04-28,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-04-28,amex-1001,RABBA FINE FOODS #171   TORONTO,11.96
2025-04-28,cibc-2451,TAOBAO London,72.00
2025-04-28,cibc-2451,"THE INFORMATION THEINFORMATIO, CA 44.99 USD @ 1.424094",64.07
2025-04-29,amex-1001,2403384 ONTARIO LIMITED CALEDON,13.55
2025-04-29,amex-1001,CINEPLEX #7130          TORONTO,6.77
2025-04-29,amex-1001,RABBA FINE FOODS #171   TORONTO,3.94
2025-04-29,cibc-2451,"GRANDMA KITCHEN TORONTO, ON",70.17
2025-04-29,cibc-2451,"N15 STUDIO TORONTO, ON",175.43
2025-04-29,cibc-2451,"T&T SUPERMARKET #038 TORONTO, ON",20.32
2025-04-30,amex-1001,AMZN MKTP CA*N24RV1D60  WWW.AMAZON.CA,13.55
2025-04-30,cibc-2451,"T&T SUPERMARKET #038 TORONTO, ON",20.27
2025-05-01,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,23.38
2025-05-01,amex-1001,TIM HORTONS #3143       TORONTO,7.90
2025-05-01,cibc-2451,"AMAZON.COM * N235V99P1 VANCOUVER, BC",53.37
2025-05-01,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",21.96
2025-05-01,cibc-8359,"COSTCO GAS W524 ETOBICOKE, ON",66.23
2025-05-01,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",35.95
2025-05-02,amex-1001,BELL CANADA (OB)        MONTREAL,234.98
2025-05-02,amex-1001,CAMBRIDGE GROUP OF CL   416-363-9454,264.40
2025-05-02,amex-1001,MIZZICA GELATERIA & CAF Toronto,7.40
2025-05-02,amex-1001,PAYMENTS.IMPARK.COM     604-909-5917,86.47
2025-05-02,amex-1001,TIM HORTONS #2614       TORONTO,7.90
2025-05-02,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",16.04
2025-05-03,amex-1001,DOORDASHYOUDONYA        DOWNTOWN TORONT,42.93
2025-05-03,amex-1001,SHOPPERS DRUG MART #14  TORONTO,20.62
2025-05-04,amex-1001,THEATRE ARTIST          VANCOUVER,28.25
2025-05-05,amex-1001,AMAZON.CA*NB7UV1880     AMAZON.CA,18.01
2025-05-05,cibc-2451,"AMAZON.COM * NI7IT9GE2 VANCOUVER, BC",4.00
2025-05-05,cibc-2451,"Amazon.ca Prime Member amazon.ca/pri, BC",11.29
2025-05-05,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",9.28
2025-05-05,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",22.59
2025-05-05,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",23.58
2025-05-05,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",12.28
2025-05-05,cibc-2451,"THE NEW YORK TIMES 180-06984637, NY",22.60
2025-05-05,cibc-8359,"COSTCO WHOLESALE W1316 EAST YORK, ON",61.37
2025-05-06,amex-1001,REXALL PHARMACY #8141 T TORONTO,51.96
2025-05-06,amex-1001,TIM HORTONS #3143       TORONTO,6.32
2025-05-06,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",22.37
2025-05-07,amex-1001,2403384 ONTARIO LIMITED CALEDON,16.49
2025-05-07,amex-1001,MEMBERSHIP FEE INSTALLMENT,12.99
2025-05-07,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",24.61
2025-05-07,cibc-2451,"YOU DON YA TORONTO, ON",34.44
2025-05-08,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,83.17
2025-05-08,cibc-2451,"IMPARK00090025U TORONTO, ON",5.00
2025-05-08,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",19.84
2025-05-09,amex-1001,CHIPOTLE #2142          TORONTO,16.72
2025-05-09,amex-1001,TORONTO PARKING AUTHORI TORONTO,8.00
2025-05-09,cibc-2451,"LS Marvelous by Fred Toronto, ON",3.99
2025-05-10,amex-1001,"CURSOR, AI POWERED IDE  NEW YORK",28.56
2025-05-11,amex-1001,SHELL C45034            BRANTFORD,62.91
2025-05-11,amex-1001,TIM HORTONS #3143       TORONTO,17.61
2025-05-12,amex-1001,2403384 ONTARIO LIMITED CALEDON,13.10
2025-05-12,amex-1001,AMZN MKTP CA*NI0GH8KF0  WWW.AMAZON.CA,19.70
2025-05-12,amex-1001,GOOGLE *DOW JONES       G.CO/HELPPAY#,48.50
2025-05-12,amex-1001,RABBA FINE FOODS #171   TORONTO,14.04
2025-05-12,amex-1001,WWW.PISHOP.CA           NEPEAN,185.27
2025-05-12,cibc-2451,"GOL'S LANZHOU NOODLE NORTH YORK, ON",38.94
2025-05-12,cibc-2451,"SQUARE ONE INSURANCE SERV VANCOUVER, BC",16.34
2025-05-12,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",77.30
2025-05-12,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",17.29
2025-05-13,amex-1001,AMZN MKTP CA*NW5HT4IF2  WWW.AMAZON.CA,40.66
2025-05-13,amex-1001,NEW WOK NEW WOK         TORONTO,17.52
2025-05-13,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",12.27
2025-05-13,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",20.30
2025-05-14,amex-1001,NEW WOK NEW WOK         TORONTO,17.52
2025-05-14,amex-1001,TIM HORTONS #3143       TORONTO,2.40
2025-05-14,cibc-2451,"AMAZON* NI58L5SX1 VANCOUVER, BC",22.13
2025-05-14,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",11.56
2025-05-15,amex-1001,AMAZON.CA*NZ95L1AI2     AMAZON.CA,71.18
2025-05-15,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,25.98
2025-05-15,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",11.28
2025-05-16,amex-1001,AMZN MKTP CA*NZ3AI8PU2  WWW.AMAZON.CA,27.11
2025-05-16,amex-1001,PAYMENT RECEIVED - THANK YOU,-3598.76
2025-05-16,amex-1001,YOMIE'S RICE X YOGUR    SCARBOROUGH,7.90
2025-05-16,cibc-2451,"LS Marvelous by Fred Toronto, ON",10.79
2025-05-16,cibc-2451,PRE-AUTHORIZED PAYMENT - THANK YOU,-1163.06
2025-05-16,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",12.97
2025-05-17,amex-1001,NETFLIX.COM             866-716-0414,9.03
2025-05-17,amex-1001,TIM HORTONS #3143       TORONTO,8.90
2025-05-18,amex-1001,MILNE DAM CONSERVATION  MARKHAM,12.00
2025-05-19,amex-1001,APPLE.COM/BILL          TORONTO,4.51
2025-05-20,amex-1001,ADAFRUIT ELECTRONICS    BROOKLYN,115.03
2025-05-20,amex-1001,NEW WOK NEW WOK         TORONTO,17.52
2025-05-20,cibc-2451,"GOOGLE *Google One g.co/helppay#, NS",30.50
2025-05-20,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-2108.69
2025-05-20,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",25.25
2025-05-20,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",35.69
2025-05-20,cibc-2451,"T&T SUPERMARKET #038 TORONTO, ON",34.14
2025-05-20,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",17.29
2025-05-20,cibc-2451,"YOU DON YA TORONTO, ON",32.95
2025-05-20,cibc-8359,PAYMENT THANK YOU/PAIEMEN T MERCI,-163.55
2025-05-21,amex-1001,SP AM0MENT_-BOOKS       TORONTO,40.66
2025-05-21,amex-1001,TIM HORTONS #3143       TORONTO,5.28
2025-05-21,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",14.22
2025-05-21,cibc-2451,TAOBAO.COM 125 LONDON WA,78.67
2025-05-22,amex-1001,DIGI-KEY CORPORATION    800-344-4539,167.86
2025-05-22,amex-1001,GOOGLE *FITBIT LLC      G.CO/HELPPAY#,14.68
2025-05-22,amex-1001,PPL THE WELL PARKING    TORONTO,10.00
2025-05-22,amex-1001,TST-GUS TACOS- THE WEL  TORONTO,14.69
2025-05-22,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",22.59
2025-05-22,cibc-8359,"COSTCO GAS W524 ETOBICOKE, ON",50.50
2025-05-22,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",1.58
2025-05-22,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",88.41
2025-05-23,amex-1001,CHICKQUEEN 001          MISSISSAUGA,10.16
2025-05-23,amex-1001,DKC DIGI-KEY CORP       218-681-6674,208.87
2025-05-23,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-05-23,amex-1001,RABBA FINE FOODS #171   TORONTO,15.36
2025-05-23,cibc-2451,"DOORDASHDASHPASS DOWNTOWN TORO, ON",11.29
2025-05-23,cibc-2451,"METERGY/EZ-PAY 866-449-4423, ON",109.68
2025-05-23,cibc-2451,"METERGY/EZ-PAY FEE 800-766-6616, ON",1.92
2025-05-23,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-500.00
2025-05-23,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",15.63
2025-05-23,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",17.29
2025-05-25,amex-1001,AUDIBLE CA*NZ0GC0990    AMZN.COM/BILL,10.49
2025-05-25,amex-1001,FELIX HEALTH INC.       TORONTO,40.00
2025-05-25,amex-1001,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68
2025-05-26,amex-1001,DHL EXPRESS ADC QC      905-861-3540,29.66
2025-05-26,cibc-2451,"AMAZON* NZ5ZB4DC0 VANCOUVER, BC",72.47
2025-05-26,cibc-2451,"KRORAN UYGHUR CUISINE TORONTO, ON",42.24
2025-05-26,cibc-2451,"THE INFORMATION THEINFORMATIO, CA 44.99 USD @ 1.421426",63.95
2025-05-26,cibc-2451,"YOU DON YA TORONTO, ON",33.10
2025-05-27,amex-1001,AMAZON.CA*NN2SP1YG2     AMAZON.CA,19.18
2025-05-27,amex-1001,AMAZON.CA*NN8N61410     AMAZON.CA,36.42
2025-05-27,amex-1001,AMZN MKTP CA*NN0PL8EE1  WWW.AMAZON.CA,27.10
2025-05-27,amex-1001,AMZN MKTP CA*NN2TB4Y42  WWW.AMAZON.CA,29.36
2025-05-27,amex-1001,AMZN MKTP CA*NN36G83C0  WWW.AMAZON.CA,13.55
2025-05-27,amex-1001,AMZN MKTP CA*NN3TO5WG2  WWW.AMAZON.CA,39.53
2025-05-27,amex-1001,AMZN MKTP CA*NN4436NO0  WWW.AMAZON.CA,100.01
2025-05-27,amex-1001,AMZN MKTP CA*NN94X8YL2  WWW.AMAZON.CA,10.17
2025-05-27,amex-1001,FELIX HEALTH INC.       TORONTO,320.65
2025-05-27,cibc-2451,CREDIT ADJUSTMENT,-3.12
2025-05-27,cibc-2451,"MOM'S PAN FRIED DT TORONTO, ON",20.31
2025-05-27,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",14.72
2025-05-28,amex-1001,AMZN MKTP CA*N69ZM93A2  WWW.AMAZON.CA,9.03
2025-05-28,amex-1001,NEW WOK NEW WOK         TORONTO,17.52
2025-05-28,amex-1001,PAYMENT RECEIVED - THANK YOU,-3043.00
2025-05-28,amex-1001,TIM HORTONS #3143       TORONTO,5.40
2025-05-28,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",15.80
2025-05-29,amex-1001,2403384 ONTARIO LIMITED CALEDON,20.11
2025-05-29,amex-1001,AMZN MKTP CA*NN6UG25O0  WWW.AMAZON.CA,13.55
2025-05-29,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",18.16
2025-05-29,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",17.29
2025-05-30,amex-1001,FEDEX-YBZ               TORONTO,34.11
2025-05-30,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-05-30,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",6.89
2025-05-30,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",17.31
2025-05-31,amex-1001,MCDONALD'S #40206       NORTH YORK,20.98
2025-06-01,amex-1001,ADAFRUIT ELECTRONICS    BROOKLYN,236.88
2025-06-01,amex-1001,AMZN MKTP CA*N650J3262  WWW.AMAZON.CA,32.75
2025-06-01,amex-1001,RABBA FINE FOODS #171   TORONTO,16.54
2025-06-02,amex-1001,AMAZON.CA*N61O56IH2     AMAZON.CA,90.37
2025-06-02,amex-1001,AMZN MKTP CA*N631W3WM2  WWW.AMAZON.CA,19.20
2025-06-02,amex-1001,AMZN MKTP CA*N63C00EC1  WWW.AMAZON.CA,20.33
2025-06-02,amex-1001,SP ARDUINO ONLINE SH    BOSTON,285.02
2025-06-02,amex-1001,SP CO2 METER            ORMOND BEACH,413.16
2025-06-02,cibc-2451,"GOOGLE*CLOUD Z6WWG3 CC GOOGLE.COM, NS",11.77
2025-06-02,cibc-2451,"SHELL C02536 MISSISSAUGA, ON",55.28
2025-06-02,cibc-2451,"THE NEW YORK TIMES 180-06984637, NY",22.60
2025-06-03,amex-1001,AMAZON.CA*N60WU91A0     AMAZON.CA,90.87
2025-06-03,amex-1001,AMAZON.CA*N69AB7HT1     AMAZON.CA,123.16
2025-06-03,amex-1001,BELL CANADA (OB)        MONTREAL,176.22
2025-06-03,amex-1001,CAMBRIDGE GROUP OF CL   416-363-9454,264.40
2025-06-03,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,20.78
2025-06-03,cibc-2451,"Amazon.ca Prime Member amazon.ca/pri, BC",11.29
2025-06-03,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",4.35
2025-06-03,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",24.35
2025-06-03,cibc-2451,TAOBAO.COM 125 LONDON WA,25.16
2025-06-03,cibc-8359,PAYMENT THANK YOU/PAIEMEN T MERCI,-140.49
2025-06-04,amex-1001,AMZN MKTP CA*N624J6DJ1  WWW.AMAZON.CA,11.29
2025-06-04,amex-1001,AMZN MKTP CA*N692P1HB0  WWW.AMAZON.CA,22.59
2025-06-04,amex-1001,FEDEX37470237           T1800 4633339,46.84
2025-06-04,amex-1001,NEW WOK NEW WOK         TORONTO,18.65
2025-06-04,amex-1001,TIM HORTONS #2614       TORONTO,2.40
2025-06-04,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",22.80
2025-06-04,cibc-2451,TAOBAO.COM 125 LONDON WA,15.95
