transaction_date,card,merchant,amount_cad
2026-04-13,amex-1001,AMZN MKTP CA*B752G25M1  866-216-1072,33.89
2026-04-13,amex-1001,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,31.64
2026-04-13,amex-1001,MY DOSA PLACE 001       TORONTO,7.33
2026-04-13,amex-1001,SECURITY NATIONAL INSU  MONTREAL,193.08
2026-04-13,amex-1001,SHAWARMA WEST 001       TORONTO,20.33
2026-04-13,amex-1001,TIM HORTONS #3143       TORONTO,9.70
2026-04-13,cibc-2451,"CAN SPORTS CENTER MARKHAM, ON",100.54
2026-04-13,cibc-2451,"GOLS LANZHOU MARKHAM MARKHAM, ON",33.25
2026-04-13,cibc-2451,"HSU'S SEAFOOD TORONTO, ON",27.11
2026-04-13,cibc-2451,"SAINT GERMAIN BAKERY TORONTO, ON",3.15
2026-04-13,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",17.01
2026-04-13,cibc-2451,"TUINA PLUS MASSAGE THERA TORONTO, ON",141.25
2026-04-13,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",215.92
2026-04-14,amex-1001,2403384 ONTARIO LIMITED CALEDON,12.54
2026-04-14,amex-1001,FRESHII 1559-77 WELLESL TORONTO,15.24
2026-04-15,amex-1001,2403384 ONTARIO LIMITED CALEDON,12.54
2026-04-15,amex-1001,D J*WSJ                 800-568-7625,4.52
2026-04-15,amex-1001,FRESHII 1559-77 WELLESL TORONTO,19.75
2026-04-15,cibc-2451,"SANG-JI FRIED BAO TORONTO, ON",24.55
2026-04-16,amex-1001,2403384 ONTARIO LIMITED CALEDON,14.67
2026-04-16,amex-1001,FRESHII- JARVIS AND QUE TORONTO,19.20
2026-04-16,cibc-2451,"H-021 HERO BURGERS TORONTO, ON",10.57
2026-04-17,amex-1001,2403384 ONTARIO LIMITED CALEDON,11.07
2026-04-17,amex-1001,CHARLIE'S TEA (YONGE..  NORTH YORK,18.74
2026-04-17,amex-1001,NETFLIX.COM             866-716-0414,9.03
2026-04-17,amex-1001,NEW WOK NEW WOK         TORONTO,18.02
2026-04-18,amex-1001,SHAWARMA WEST 001       TORONTO,20.33
2026-04-19,amex-1001,APPLE.COM/BILL          TORONTO,4.51
2026-04-19,amex-1001,SHAWARMA WEST 001       TORONTO,21.46
2026-04-20,amex-1001,AMAZON.CA PRIME MEMBER  AMAZON.CA/PRI,111.87
2026-04-20,amex-1001,FIVE STAR NORTH AMERICA CALGARY,14.11
2026-04-20,amex-1001,FRESHII-CALLOWAY CENTRE ETOBICOKE,19.75
2026-04-20,amex-1001,NEW WOK NEW WOK         TORONTO,20.00
2026-04-20,cibc-2451,"FISH WITH YOU MARKHAM, ON",26.44
2026-04-20,cibc-2451,"HSU'S SEAFOOD TORONTO, ON",27.11
2026-04-20,cibc-2451,"T&T SUPERMARKET #038 TORONTO, ON",31.49
2026-04-20,cibc-8359,"NBX*BORDEN S FITNESS WATERFORD, ON",50.85
2026-04-21,amex-1001,APPLE.COM/BILL          TORONTO,19.20
2026-04-21,amex-1001,SHOPPERS DRUG MART #115 SIMCOE,154.17
2026-04-21,cibc-8359,PAYMENT THANK YOU/PAIEMEN T MERCI,-317.62
2026-04-22,amex-1001,KFC # 1587 KFC # 1587   SIMCOE,10.05
2026-04-22,cibc-2451,"RCSS SIMCOE #2818 SIMCOE, ON",21.48
2026-04-23,amex-1001,MARUTI CONVENIENCE PORT PORT DOVER,79.74
2026-04-23,cibc-2451,"BARBURRITO SIMCOE, ON",14.68
2026-04-23,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-500.00
2026-04-24,amex-1001,THE INFORMATION         SAN FRANCISCO,63.25
2026-04-24,cibc-2451,"RCSS SIMCOE #2818 SIMCOE, ON",18.30
2026-04-25,amex-1001,"AUDIBLE, INC*OT91E2TR3  AMZN.COM/BILL",9.44
2026-04-25,amex-1001,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68
2026-04-26,amex-1001,HEY I AM YOGOST 001     TORONTO,11.24
2026-04-27,amex-1001,2403384 ONTARIO LIMITED CALEDON,10.39
2026-04-27,amex-1001,MY DOSA PLACE 001       TORONTO,7.33
2026-04-27,amex-1001,SHAWARMA WEST 001       TORONTO,21.46
2026-04-27,cibc-2451,"HSU'S SEAFOOD TORONTO, ON",27.11
2026-04-27,cibc-2451,"SAINT GERMAIN BAKERY TORONTO, ON",3.67
2026-04-27,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",24.62
2026-04-27,cibc-2451,"THE SWEET SPOT TORONTO, ON",10.17
2026-04-27,cibc-2451,"YOU DON YA TORONTO, ON",31.19
2026-04-28,amex-1001,2403384 ONTARIO LIMITED CALEDON,10.39
2026-04-28,amex-1001,AMZN MKTP CA*BS02N5IE1  866-216-1072,39.76
2026-04-28,amex-1001,JIMMY THE GREEK #5 001  TORONTO,26.81
2026-04-28,amex-1001,NYTIMES DISC*           800-698-4637,2.26
2026-04-28,amex-1001,PAYMENT RECEIVED - THANK YOU,-5838.54
2026-04-28,amex-1001,WETZELS PRETZELS - 4117 TORONTO,10.16
2026-04-29,amex-1001,2403384 ONTARIO LIMITED CALEDON,10.39
2026-04-29,amex-1001,LONGO'S # 24 TORONTO    TORONTO,5.64
2026-04-29,amex-1001,SHAWARMA WEST 001       TORONTO,21.46
2026-04-29,cibc-2451,"T&T SUPERMARKET #038 TORONTO, ON",14.24
2026-04-30,amex-1001,2403384 ONTARIO LIMITED CALEDON,11.07
2026-04-30,amex-1001,JIMMY THE GREEK #5 001  TORONTO,23.99
2026-04-30,amex-1001,REXALL PHARMACY #8141 T TORONTO,-74.99
2026-04-30,amex-1001,REXALL PHARMACY #8141 T TORONTO,74.99
2026-04-30,amex-1001,SHOPPERS DRUG MART #141 TORONTO,99.99
2026-05-01,amex-1001,CINEPLEX 7298           TORONTO,38.98
2026-05-01,amex-1001,FROG & FIRKIN TORONTO   TORONTO,18.19
2026-05-01,amex-1001,GOOGLE *CLOUD LJKGK9    G.CO/HELPPAY#,88.41
2026-05-01,amex-1001,INFLUXDATA              SAN FRANCISCO,184.23
2026-05-01,amex-1001,LUCULLUS BAKERY 001     NORTH YORK,12.60
2026-05-02,amex-1001,*RFBT-TORONTO EATON CE  TORONTO,11.29
2026-05-02,amex-1001,2403384 ONTARIO LIMITED CALEDON,10.39
2026-05-02,amex-1001,MOGOUYAN HAND PULLED NO TORONTO,31.47
2026-05-02,amex-1001,RABBA MARCHE #189       TORONTO,18.74
2026-05-02,amex-1001,UNIQLO CANADA           TORONTO,56.67
2026-05-03,amex-1001,BINGZ CRISPY BURGER FVM TORONTO,17.48
2026-05-03,amex-1001,HAZUKIDO FAIRVIEW 00-08 NORTH YORK,6.38
2026-05-03,amex-1001,MISFIT ICE CREAM        Toronto,8.48
2026-05-03,amex-1001,MR LUBE - #40           TORONTO,355.85
2026-05-04,amex-1001,2403384 ONTARIO LIMITED CALEDON,10.39
2026-05-04,amex-1001,BELL CANADA (OB)        MONTREAL,211.25
2026-05-04,amex-1001,CAMBRIDGE GROUP OF CL   416-363-9454,275.98
2026-05-04,amex-1001,SHAWARMA WEST 001       TORONTO,20.33
2026-05-04,cibc-2451,"HSU'S SEAFOOD TORONTO, ON",29.82
2026-05-04,cibc-2451,"SAINT GERMAIN BAKERY TORONTO, ON",3.67
2026-05-04,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",19.99
2026-05-04,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",25.23
2026-05-04,cibc-2451,"T&T SUPERMARKET #035 TORONTO, ON",7.74
2026-05-04,cibc-8359,"NBX*BORDEN S FITNESS WATERFORD, ON",50.85
2026-05-05,amex-1001,2403384 ONTARIO LIMITED CALEDON,10.39
2026-05-05,amex-1001,GOOGLE *CHATGPT         G.CO/HELPPAY#,30.50
2026-05-05,amex-1001,HI BOWL                 RICHMOND,53.12
2026-05-05,cibc-2451,"SAINT GERMAIN BAKERY TORONTO, ON",6.16
2026-05-06,amex-1001,BEST BUY #977 BBY STORE TORONTO,73.44
2026-05-06,amex-1001,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,30.50
2026-05-06,amex-1001,JIMMY THE GREEK #5 001  TORONTO,15.81
2026-05-06,amex-1001,SUBWAY 30855 30855      ETOBICOKE,13.44
2026-05-07,amex-1001,2403384 ONTARIO LIMITED CALEDON,11.58
2026-05-07,amex-1001,MEMBERSHIP FEE INSTALLMENT,15.99
2026-05-07,cibc-2451,"SAINT GERMAIN BAKERY TORONTO, ON",6.16
2026-05-08,cibc-2451,"LS Marvelous by Fred Toronto, ON",11.02
2026-05-08,cibc-2451,"LS Naan and Kabob Toronto, ON",23.60
2026-05-11,cibc-2451,"YUMMY CHONGQING WATERLOO, ON",23.71
2026-05-11,cibc-8359,"COSTCO GAS W1248 WATERLOO, ON",59.52
2026-05-11,cibc-8359,"COSTCO WHOLESALE W1248 WATERLOO, ON",132.49
2026-05-12,cibc-2451,"BARBURRITO SIMCOE, ON",14.68
2026-05-14,cibc-2451,"MTO TSD SO SIMCOE SIMCOE, ON",90.00
2026-05-14,cibc-2451,"MTO TSD SO SIMCOE SIMCOE, ON",127.98
2026-05-19,cibc-2451,"HSU'S SEAFOOD TORONTO, ON",27.11
2026-05-19,cibc-2451,"LS Marvelous by Fred Toronto, ON",7.40
2026-05-19,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",5.99
2026-05-19,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",23.15
2026-05-19,cibc-2451,"T&T SUPERMARKET #038 TORONTO, ON",7.90
2026-05-19,cibc-2451,"THE SWEET SPOT TORONTO, ON",10.17
2026-05-19,cibc-2451,"YOU DON YA TORONTO, ON",31.19
2026-05-19,cibc-8359,"COSTCO GAS W524 ETOBICOKE, ON",76.69
2026-05-19,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",89.63
2026-05-19,cibc-8359,"NBX*BORDEN S FITNESS WATERFORD, ON",50.85
2026-05-20,cibc-2451,"SAINT GERMAIN BAKERY TORONTO, ON",3.67
2026-05-20,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",28.86
2026-05-21,cibc-2451,"SAINT GERMAIN BAKERY TORONTO, ON",2.94
2026-05-25,cibc-2451,"HSU'S SEAFOOD TORONTO, ON",29.82
2026-05-25,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-500.00
2026-05-25,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",45.02
2026-05-25,cibc-2451,"UPARK CORP.- 90 EGLINT TORONTO, ON",5.00
2026-05-27,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",23.15
2026-05-28,cibc-2451,"SAINT GERMAIN BAKERY TORONTO, ON",2.94
2026-05-28,cibc-2451,"T&T SUPERMARKET #038 TORONTO, ON",19.85
